project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
HCMI-CMDC	6375cc59-6cd1-4b1e-8de1-510841c3bebd	HCM-BROD-0028-C71	2d0752fc-fb4d-42cf-9cea-e4c7315b377a	HCM-BROD-0028-C71-01A	b89abbf8-5f15-43d7-9ed5-c96872e8836c	HCM-BROD-0028-C71-01A-01	6e1060e3-b45a-453c-8691-f452aeb38f0c	HCM-BROD-0028-C71-01A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	6375cc59-6cd1-4b1e-8de1-510841c3bebd	HCM-BROD-0028-C71	2d0752fc-fb4d-42cf-9cea-e4c7315b377a	HCM-BROD-0028-C71-01A	b89abbf8-5f15-43d7-9ed5-c96872e8836c	HCM-BROD-0028-C71-01A-01	c74e35c7-1b64-4c62-ab0c-8582ca0f393c	HCM-BROD-0028-C71-01A-01R	1.7	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.48	8.1	UV Spec	released	'--
HCMI-CMDC	6375cc59-6cd1-4b1e-8de1-510841c3bebd	HCM-BROD-0028-C71	3f050dd4-815e-4c9e-8bce-787b878157f6	HCM-BROD-0028-C71-85A	83f6a595-7817-5a2b-91a5-a05b0808df98	'--	9388cac2-1946-48ef-8d95-33ac94e8cef4	HCM-BROD-0028-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.1	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	6375cc59-6cd1-4b1e-8de1-510841c3bebd	HCM-BROD-0028-C71	3f050dd4-815e-4c9e-8bce-787b878157f6	HCM-BROD-0028-C71-85A	c749064f-8a99-5fe1-b188-ea1bfeff7a29	'--	acb2e51e-8f85-4892-9f0c-3492c900881d	HCM-BROD-0028-C71-85A-01R	1.77	'--	'--	RNA	R	'--	0.05	mirVana (Allprep DNA) RNA	Yes	1.58	9.4	UV Spec	released	'--
HCMI-CMDC	6375cc59-6cd1-4b1e-8de1-510841c3bebd	HCM-BROD-0028-C71	87b4d80a-940e-4890-8037-888a8b66c2bb	HCM-BROD-0028-C71-10A	1eabf777-b15b-4342-9f7d-4b975a210363	HCM-BROD-0028-C71-10A-01	46711755-4b59-44a8-9ee6-0f35a8755b6b	HCM-BROD-0028-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.12	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	08b22310-e8dd-4638-8c5b-dea48328450e	HCM-BROD-0213-C71	b5c17c08-510a-4672-93d6-7d93b7a90a0c	HCM-BROD-0213-C71-02A	3805fe65-ff18-461c-8979-851863e864cf	HCM-BROD-0213-C71-02A-11	0696136a-fc21-4f88-b589-aba4ae3e8654	HCM-BROD-0213-C71-02A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	08b22310-e8dd-4638-8c5b-dea48328450e	HCM-BROD-0213-C71	b5c17c08-510a-4672-93d6-7d93b7a90a0c	HCM-BROD-0213-C71-02A	3805fe65-ff18-461c-8979-851863e864cf	HCM-BROD-0213-C71-02A-11	de16147c-9113-4889-9a12-f2fdaa5a5bc2	HCM-BROD-0213-C71-02A-11R	2.28	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.65	9.5	UV Spec	released	'--
HCMI-CMDC	08b22310-e8dd-4638-8c5b-dea48328450e	HCM-BROD-0213-C71	c9f45011-80ab-45ce-b0f2-a80842dd9a14	HCM-BROD-0213-C71-10A	c2165aa3-2b4f-416d-8439-ad480e76a00c	HCM-BROD-0213-C71-10A-01	591b556a-e255-4d92-af52-72918fe5659c	HCM-BROD-0213-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.08	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	08b22310-e8dd-4638-8c5b-dea48328450e	HCM-BROD-0213-C71	f1064a84-2317-4d26-a559-3a0affd5e2ef	HCM-BROD-0213-C71-85A	2e62ead3-d83f-5aa5-b0fa-f6f6de6483f5	'--	9d3fc7e0-7b4c-4eb7-984e-b26d88fa1dea	HCM-BROD-0213-C71-85A-01R	1.92	'--	'--	RNA	R	'--	0.12	mirVana (Allprep DNA) RNA	Yes	2.32	8.2	UV Spec	released	'--
HCMI-CMDC	08b22310-e8dd-4638-8c5b-dea48328450e	HCM-BROD-0213-C71	f1064a84-2317-4d26-a559-3a0affd5e2ef	HCM-BROD-0213-C71-85A	6dd8998e-3102-5731-8e32-256a7f594686	'--	cf475e90-4155-42bd-b2a2-f287d6c29a84	HCM-BROD-0213-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	a42da11c-f1c5-4641-98f4-535c675d43d5	HCM-BROD-0415-C71	3ab0eb2e-db66-4ebf-8912-7d79b23699ed	HCM-BROD-0415-C71-85R	dfdf7a35-0ce7-5709-aad2-3942515913fd	'--	1fae7d39-8fe5-4824-b119-b040d6b2b404	HCM-BROD-0415-C71-85R-01R	2.25	'--	'--	RNA	R	'--	0.03	mirVana (Allprep DNA) RNA	Yes	2.58	8.1	UV Spec	released	'--
HCMI-CMDC	a42da11c-f1c5-4641-98f4-535c675d43d5	HCM-BROD-0415-C71	3ab0eb2e-db66-4ebf-8912-7d79b23699ed	HCM-BROD-0415-C71-85R	f23ef97c-f6ae-54f8-a962-3d031b04e36b	'--	960af21d-124f-4e75-bf2d-9e21533d491a	HCM-BROD-0415-C71-85R-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	a42da11c-f1c5-4641-98f4-535c675d43d5	HCM-BROD-0415-C71	70b714f9-b306-4fce-9d1a-3547347b0d46	HCM-BROD-0415-C71-10A	7e0c5b8e-b541-415b-8d1c-f827a5ecc281	HCM-BROD-0415-C71-10A-01	9b4f8576-9bb1-484c-add4-824e094031cf	HCM-BROD-0415-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.04	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	a42da11c-f1c5-4641-98f4-535c675d43d5	HCM-BROD-0415-C71	bf59c44f-cb11-4e6e-b4ed-9c80d73df048	HCM-BROD-0415-C71-02B	b0d8f4dd-fb11-45de-8a86-f173789f55eb	HCM-BROD-0415-C71-02B-11	a24ee7a4-8b7c-4c35-bb6a-9bb68b8627d9	HCM-BROD-0415-C71-02B-11R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	0.99	8.2	UV Spec	released	'--
HCMI-CMDC	a42da11c-f1c5-4641-98f4-535c675d43d5	HCM-BROD-0415-C71	bf59c44f-cb11-4e6e-b4ed-9c80d73df048	HCM-BROD-0415-C71-02B	b0d8f4dd-fb11-45de-8a86-f173789f55eb	HCM-BROD-0415-C71-02B-11	e83c5e7e-7012-45c5-aa71-2f6c35a2efb9	HCM-BROD-0415-C71-02B-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	b5160217-33c3-47cd-8540-44ca283c8464	HCM-BROD-0029-C71	b5eb8708-0306-44ee-9479-82a4dcdb02ab	HCM-BROD-0029-C71-10A	19efd3ba-20a0-467c-bf8a-2e4f98914465	HCM-BROD-0029-C71-10A-01	25cf8f91-ee5a-4a84-9c38-0d70e2690085	HCM-BROD-0029-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.06	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	b5160217-33c3-47cd-8540-44ca283c8464	HCM-BROD-0029-C71	fdbc5c4f-c278-4f88-9015-cf06af5db153	HCM-BROD-0029-C71-86A	3c1d256c-58d0-525e-b157-aa3063a09bb1	'--	e3d1a41f-fede-4177-bf0a-a14e5c663965	HCM-BROD-0029-C71-86A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	b5160217-33c3-47cd-8540-44ca283c8464	HCM-BROD-0029-C71	fdbc5c4f-c278-4f88-9015-cf06af5db153	HCM-BROD-0029-C71-86A	9f875661-8344-542b-81ef-68bb73f42073	'--	ff25b087-9248-4caf-8761-732555ba5b88	HCM-BROD-0029-C71-86A-01R	1.87	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	2.13	10.0	UV Spec	released	'--
HCMI-CMDC	b5160217-33c3-47cd-8540-44ca283c8464	HCM-BROD-0029-C71	fdce76a3-7c4a-4905-b9da-4f4535f78a5b	HCM-BROD-0029-C71-85C	f6980683-7723-5479-80ec-927790d25dbe	'--	8d3c3706-4661-412b-8ad1-31cc0c611c8f	HCM-BROD-0029-C71-85C-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	b5160217-33c3-47cd-8540-44ca283c8464	HCM-BROD-0029-C71	fdce76a3-7c4a-4905-b9da-4f4535f78a5b	HCM-BROD-0029-C71-85C	79100a30-6714-5d7d-aab3-e626dcf2f9d0	'--	fad55360-6758-49c5-b1e2-0d476aba12e3	HCM-BROD-0029-C71-85C-01R	1.9	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.76	9.2	UV Spec	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	27d5f760-ba6d-414f-a418-ef5cc420e269	HCM-BROD-0002-C71-85A	10501df4-f8ec-5892-8129-4b78e8e32d04	'--	10c72542-adb3-4ae4-b0a8-72211fef7e73	HCM-BROD-0002-C71-85A-01R	2.0	'--	'--	RNA	R	'--	0.11	mirVana (Allprep DNA) RNA	Yes	1.04	8.6	UV Spec	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	27d5f760-ba6d-414f-a418-ef5cc420e269	HCM-BROD-0002-C71-85A	a5f47b42-11dc-5ddb-8036-cecd82caa65d	'--	47acef50-32ed-4ed2-be3e-33f31ba3fb72	HCM-BROD-0002-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	2aa62ff6-1323-4c49-be30-eefb6de8824f	HCM-BROD-0002-C71-01A	e458aeae-12fd-4e50-91a8-03b01a7f99b8	HCM-BROD-0002-C71-01A-01	2b63365d-2796-46eb-a294-5836b170c1eb	HCM-BROD-0002-C71-01A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	2aa62ff6-1323-4c49-be30-eefb6de8824f	HCM-BROD-0002-C71-01A	e458aeae-12fd-4e50-91a8-03b01a7f99b8	HCM-BROD-0002-C71-01A-01	48989402-083e-4147-bcd9-5bd6ec0ffb33	HCM-BROD-0002-C71-01A-01R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.57	8.8	UV Spec	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	3dd519c6-d1b4-44f9-94a9-2e8a677d6377	HCM-BROD-0002-C71-10A	3b922679-196e-481c-bd91-d0c096a95854	HCM-BROD-0002-C71-10A-01	4e03b4be-0c04-4696-80e7-c7ca5b0d7333	HCM-BROD-0002-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	46ef899a-79ac-4c8c-91f9-5d11c816e712	HCM-BROD-0002-C71-86A	efe69b18-c6f9-5eed-8c51-1386937fdc31	'--	5cf27df6-6403-414b-8379-33f6478cd17e	HCM-BROD-0002-C71-86A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	3092d72b-75b1-4ae2-ac38-d4c1cd377e4c	HCM-BROD-0002-C71	46ef899a-79ac-4c8c-91f9-5d11c816e712	HCM-BROD-0002-C71-86A	d0770f4e-2a35-5371-87ee-1a7912ae0951	'--	734b70ed-583f-4e8b-8862-d1f2f423c137	HCM-BROD-0002-C71-86A-01R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.97	9.8	UV Spec	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	8e676f9a-acfe-42d0-91d9-a49468ce9ce9	HCM-BROD-0196-C71-10A	389c963d-4f98-4b6e-a628-bfbb44d2335c	HCM-BROD-0196-C71-10A-01	c21e98d1-76ce-4759-9989-2a0b11c766af	HCM-BROD-0196-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.12	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	e1b15ae0-bfe3-4e62-97f0-0f9fbf57322b	HCM-BROD-0196-C71-01A	843067de-c492-4cab-91a8-b2f1db50e9f3	HCM-BROD-0196-C71-01A-11	643fe61f-8ec8-4b35-b5c9-653041e0f5b2	HCM-BROD-0196-C71-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	e1b15ae0-bfe3-4e62-97f0-0f9fbf57322b	HCM-BROD-0196-C71-01A	843067de-c492-4cab-91a8-b2f1db50e9f3	HCM-BROD-0196-C71-01A-11	6d7a3a4b-a98c-43cb-b98e-2aac09266a38	HCM-BROD-0196-C71-01A-11R	2.11	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.75	9.2	UV Spec	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	f52e837e-0258-4b2b-9c85-cc614fb0e54f	HCM-BROD-0196-C71-85A	208ae854-93da-550e-9b73-219b6d449204	'--	af24f415-b76e-4a95-9862-e6577d788da2	HCM-BROD-0196-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	51b83c83-b639-424b-a023-fd5fe7c2f4b5	HCM-BROD-0196-C71	f52e837e-0258-4b2b-9c85-cc614fb0e54f	HCM-BROD-0196-C71-85A	66cbbd06-f806-501d-be98-ce64e16c5ad5	'--	f4ecadb1-0377-4edb-a2b2-a508a6b86303	HCM-BROD-0196-C71-85A-01R	1.79	'--	'--	RNA	R	'--	0.08	mirVana (Allprep DNA) RNA	Yes	1.69	9.2	UV Spec	released	'--
HCMI-CMDC	5e5684d2-14b0-4823-9956-d69aea6d6beb	HCM-BROD-0014-C71	40261a55-5e6e-44ac-81ed-8d58a5969908	HCM-BROD-0014-C71-10A	b9cb6889-8d65-4444-98c0-f1c7a55c6ec7	HCM-BROD-0014-C71-10A-01	f92e9bf7-0e37-4b4c-9cd0-c86a66744341	HCM-BROD-0014-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5e5684d2-14b0-4823-9956-d69aea6d6beb	HCM-BROD-0014-C71	a4d7761f-e0ab-4adb-ac39-3b01b3dd57b8	HCM-BROD-0014-C71-01A	8644eef1-3add-4882-be01-4c8a1927bfcc	HCM-BROD-0014-C71-01A-01	53c9f3bc-d4dc-44cd-bcae-f5639de2bccc	HCM-BROD-0014-C71-01A-01R	1.52	'--	'--	RNA	R	'--	0.06	mirVana (Allprep DNA) RNA	Yes	1.25	7.8	UV Spec	released	'--
HCMI-CMDC	5e5684d2-14b0-4823-9956-d69aea6d6beb	HCM-BROD-0014-C71	a4d7761f-e0ab-4adb-ac39-3b01b3dd57b8	HCM-BROD-0014-C71-01A	8644eef1-3add-4882-be01-4c8a1927bfcc	HCM-BROD-0014-C71-01A-01	60604662-1363-4d88-bfd2-bde4e40dd531	HCM-BROD-0014-C71-01A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	5e5684d2-14b0-4823-9956-d69aea6d6beb	HCM-BROD-0014-C71	c524d92f-ee1f-4909-9442-35f0511bfc5f	HCM-BROD-0014-C71-85B	f1189030-a35f-5bd1-9b70-8cbeed9ea507	'--	2f4c5487-f97c-4416-9c13-2c7cc592818c	HCM-BROD-0014-C71-85B-01R	1.77	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.87	10.0	UV Spec	released	'--
HCMI-CMDC	5e5684d2-14b0-4823-9956-d69aea6d6beb	HCM-BROD-0014-C71	c524d92f-ee1f-4909-9442-35f0511bfc5f	HCM-BROD-0014-C71-85B	ac9b41d9-2773-5f18-a695-2c17638fbd65	'--	f6e57cf5-d2d7-470a-9920-bc09fa486030	HCM-BROD-0014-C71-85B-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	aa17554b-2291-4947-9858-eadb82704f9b	HCM-BROD-0416-C71	0001f08f-c5e4-405a-986f-630c82801912	HCM-BROD-0416-C71-01A	b0acb92d-407b-4745-aba1-397616756036	HCM-BROD-0416-C71-01A-11	7d0f8a1a-29c9-420a-9737-3e2cd929087f	HCM-BROD-0416-C71-01A-11R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.76	9.5	UV Spec	released	'--
HCMI-CMDC	aa17554b-2291-4947-9858-eadb82704f9b	HCM-BROD-0416-C71	0001f08f-c5e4-405a-986f-630c82801912	HCM-BROD-0416-C71-01A	b0acb92d-407b-4745-aba1-397616756036	HCM-BROD-0416-C71-01A-11	bcd88fbb-56da-434c-a754-20997f7678cf	HCM-BROD-0416-C71-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	aa17554b-2291-4947-9858-eadb82704f9b	HCM-BROD-0416-C71	427d54f0-194e-4b4f-bf81-7873b20e4823	HCM-BROD-0416-C71-85B	aa635688-f419-5b65-98c4-cbe0b650bf9c	'--	0280a44b-4558-4d3c-99f4-082f497ecb34	HCM-BROD-0416-C71-85B-01R	1.44	'--	'--	RNA	R	'--	0.02	mirVana (Allprep DNA) RNA	Yes	1.73	9.7	UV Spec	released	'--
HCMI-CMDC	aa17554b-2291-4947-9858-eadb82704f9b	HCM-BROD-0416-C71	427d54f0-194e-4b4f-bf81-7873b20e4823	HCM-BROD-0416-C71-85B	e494f05f-8309-5e02-90b0-e5f0b7ac877c	'--	ff6b1ce6-4bd2-4a9a-8af5-cb33c04fa120	HCM-BROD-0416-C71-85B-01D	'--	'--	'--	DNA	D	'--	0.03	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	aa17554b-2291-4947-9858-eadb82704f9b	HCM-BROD-0416-C71	99ae91b3-3bc8-4dcc-a7a1-d681c6a92c24	HCM-BROD-0416-C71-10A	96adb2bb-2ca0-451c-ae24-06440edc4d0a	HCM-BROD-0416-C71-10A-01	3abae44a-0e54-4a96-8412-16a3f78ffa36	HCM-BROD-0416-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.06	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	f21ba837-795e-4032-9c2d-5ff557e4a439	HCM-BROD-0198-C71	9ac83c8a-21d0-45c8-a1f6-2457e8e3027a	HCM-BROD-0198-C71-10A	03e38603-4132-4666-9b4d-e4078f904b60	HCM-BROD-0198-C71-10A-01	0f8a1968-41e4-4029-9ed6-aa08ca4515bb	HCM-BROD-0198-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	f21ba837-795e-4032-9c2d-5ff557e4a439	HCM-BROD-0198-C71	aa8455e5-7b51-4e60-b57f-1fd89b0d13f8	HCM-BROD-0198-C71-85B	0053732c-903c-5e02-a808-a6b748bcf5b0	'--	210d5272-f236-4fb6-8789-51251355ac26	HCM-BROD-0198-C71-85B-01R	2.12	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.07	9.7	UV Spec	released	'--
HCMI-CMDC	f21ba837-795e-4032-9c2d-5ff557e4a439	HCM-BROD-0198-C71	aa8455e5-7b51-4e60-b57f-1fd89b0d13f8	HCM-BROD-0198-C71-85B	4a7cd9f9-b286-5fd4-a8ae-7a5381ea9c85	'--	4d6dd153-6fbe-4d9b-a93b-fdc50961a9e2	HCM-BROD-0198-C71-85B-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	f21ba837-795e-4032-9c2d-5ff557e4a439	HCM-BROD-0198-C71	b9059309-75fe-4fa0-98e5-229d5f834bb5	HCM-BROD-0198-C71-01A	5409011e-b535-47a4-935e-1d0fd47edfe2	HCM-BROD-0198-C71-01A-11	66bdb0b0-5909-44db-87ef-33254bb36991	HCM-BROD-0198-C71-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
CPTAC-3	c5d83fdb-5a16-44c2-b392-8deb1a3c5b57	C3L-01327	2472dacb-82e5-46ac-b7ea-2ca109bdf8b6	C3L-01327-31	5a80589a-ba6e-5d5f-9332-f48bb35d796d	'--	4e4de7d5-8bf4-5f04-b83c-00d82b83d680	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	c5d83fdb-5a16-44c2-b392-8deb1a3c5b57	C3L-01327	f24bdea5-658f-4b4d-8b66-52b77b851290	C3L-01327-01	e3a381b2-db30-542b-a909-a0567e97937b	'--	8cc81c28-1ea3-5a87-8eef-0b5bc87f7650	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	c5d83fdb-5a16-44c2-b392-8deb1a3c5b57	C3L-01327	f24bdea5-658f-4b4d-8b66-52b77b851290	C3L-01327-01	165d5561-c353-590a-8565-206956389fed	'--	45aaff45-df37-5c39-89a7-8033e53f1da0	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	0c38f553-6892-4f67-b306-40503b8842b5	C3L-00365	c6cb701b-98e7-479b-858d-48725a02f55c	C3L-00365-01	978e1821-8bd5-5993-9ceb-412c741b7194	'--	98cfa3de-e4d5-574e-8075-ff64d4863a54	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	0c38f553-6892-4f67-b306-40503b8842b5	C3L-00365	c6cb701b-98e7-479b-858d-48725a02f55c	C3L-00365-01	e310be26-aa28-5665-94d1-dac20ab7fe10	'--	af6e2253-a5d7-56ae-846e-0e3ff69c51aa	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	0c38f553-6892-4f67-b306-40503b8842b5	C3L-00365	eeaa36f9-fe2c-4629-8708-15167b4dc719	C3L-00365-31	b70be038-beb1-5799-be62-127c646d8252	'--	4c9980a1-416d-54bb-9712-712d6725a96c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	d86c3d4a-861b-4211-9bcd-c9669fcc480b	C3L-03260	533c2b91-2d31-4fa1-a72a-3fdd9e6a6b7c	C3L-03260-01	15818389-8197-5f8e-824a-80e2851fcab4	'--	049a4a5d-fbe0-5cd0-9b8e-0463ce7883cb	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	d86c3d4a-861b-4211-9bcd-c9669fcc480b	C3L-03260	533c2b91-2d31-4fa1-a72a-3fdd9e6a6b7c	C3L-03260-01	aff9b0da-f2e5-5ffa-94fb-193b0dd4f724	'--	ad0aee47-801b-501c-9a39-892b6a73fd12	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	d86c3d4a-861b-4211-9bcd-c9669fcc480b	C3L-03260	788ddaae-a182-4e93-9e0b-cec3453b4575	C3L-03260-31	4bb0c606-f6e7-5ee4-a540-9e80a626ee83	'--	3efdfe75-1932-53bf-9495-a5d9883e121c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	1a53c571-af1d-4c79-be44-180cc79e0d4f	C3N-01515	af918c6d-ffab-4c85-929a-1e84aac4842e	C3N-01515-31	aaaeb6f1-80c7-553b-b20d-152a97e69bff	'--	92563b8e-11a0-5382-b222-e8466ad7b77d	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	1a53c571-af1d-4c79-be44-180cc79e0d4f	C3N-01515	ff431be2-733c-46e9-9195-7db7cfd50346	C3N-01515-01	415a2953-1974-5b7d-abd5-7cbbf895c7f6	'--	f37347eb-8f73-5876-b086-76fe959980c4	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	1a53c571-af1d-4c79-be44-180cc79e0d4f	C3N-01515	ff431be2-733c-46e9-9195-7db7cfd50346	C3N-01515-01	0eff9f06-18e1-5c15-8f7f-772fa864282b	'--	00044295-5eb2-5a57-89d4-4e05ebf5ab8c	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	32c3aa49-e745-42e2-9367-d3d50fc26152	C3L-02705	36a392eb-50ac-46a2-ad0a-d0c95517e189	C3L-02705-71	f68bebc9-e310-5967-aed8-76b2d8b4cb7e	'--	6d8677aa-0864-5192-a6e1-10a3463c413a	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	32c3aa49-e745-42e2-9367-d3d50fc26152	C3L-02705	36a392eb-50ac-46a2-ad0a-d0c95517e189	C3L-02705-71	19dced67-cefb-5b4a-b01e-b05ef0967914	'--	e1186e3f-063a-5614-a52f-68711b5dedf5	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
CPTAC-3	32c3aa49-e745-42e2-9367-d3d50fc26152	C3L-02705	36a392eb-50ac-46a2-ad0a-d0c95517e189	C3L-02705-71	15a06e9e-520e-5226-bd21-afa5ea69d60d	'--	43db9ac3-2342-598e-a84b-a4dcca39b5b3	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
